bpo_id,activityID,material_id,materials_quantity,product_id,product_quantity
33191,1,36,666,33190,1
33191,1,37,58,33190,1
33191,1,39,14,33190,1
33191,1,40,4,33190,1
33196,1,16673,18,33195,1
33196,1,16682,2,33195,1
33196,1,16678,2,33195,1
33196,1,16681,2,33195,1
33198,1,33195,8,33197,1
33198,1,9840,9,33197,1
33198,1,9842,6,33197,1
33198,1,11540,3,33197,1
33198,1,33176,1,33197,1
33198,1,11483,1,33197,1
33200,1,33195,8,33199,1
33200,1,9840,9,33199,1
33200,1,9842,6,33199,1
33200,1,11540,3,33199,1
33200,1,33178,1,33199,1
33200,1,11483,1,33199,1
33202,1,33195,8,33201,1
33202,1,9840,9,33201,1
33202,1,9842,6,33201,1
33202,1,11540,3,33201,1
33202,1,11483,1,33201,1
33202,1,33180,1,33201,1
33271,1,34,471,33270,1
33271,1,35,716,33270,1
33273,1,11399,1,33272,1
33273,1,9834,6,33272,1
33273,1,11540,6,33272,1
33273,1,33270,1,33272,1
33273,1,11483,1,33272,1
33278,1,25600,417,33277,1
33278,1,25596,222,33277,1
33278,1,25599,361,33277,1
33280,1,11481,1,33279,1
33280,1,25619,113,33279,1
33280,1,25617,98,33279,1
33280,1,25615,60,33279,1
33282,1,25600,556,33281,1
33282,1,25596,444,33281,1
33282,1,25598,556,33281,1
33284,1,11481,1,33283,1
33284,1,25619,150,33283,1
33284,1,25617,150,33283,1
33284,1,25615,120,33283,1
33286,1,25600,556,33285,1
33286,1,25596,472,33285,1
33286,1,25598,556,33285,1
33288,1,11481,1,33287,1
33288,1,25619,150,33287,1
33288,1,25617,150,33287,1
33288,1,25615,128,33287,1
33290,1,25600,417,33289,1
33290,1,25596,222,33289,1
33290,1,25598,361,33289,1
33292,1,11481,1,33291,1
33292,1,25619,113,33291,1
33292,1,25617,98,33291,1
33292,1,25615,60,33291,1
33294,1,25600,417,33293,1
33294,1,25596,222,33293,1
33294,1,25599,361,33293,1
33296,1,11481,1,33295,1
33296,1,25619,113,33295,1
33296,1,25617,98,33295,1
33296,1,25615,60,33295,1
33299,1,25600,417,33297,1
33299,1,25596,444,33297,1
33299,1,25599,361,33297,1
33300,1,11481,1,33298,1
33300,1,25619,113,33298,1
33300,1,25617,98,33298,1
33300,1,25615,120,33298,1
33302,1,25617,150,33301,1
33302,1,25619,150,33301,1
33302,1,11486,1,33301,1
33302,1,25607,60,33301,1
33304,1,25604,222,33303,1
33304,1,25597,444,33303,1
33304,1,25599,556,33303,1
33306,1,25616,120,33305,1
33306,1,25617,150,33305,1
33306,1,11483,1,33305,1
33306,1,25623,60,33305,1
33308,1,25600,572,33307,1
33308,1,25596,522,33307,1
33308,1,25598,583,33307,1
33310,1,11481,1,33309,1
33310,1,25619,158,33309,1
33310,1,25617,158,33309,1
33310,1,25615,143,33309,1
33312,1,25600,639,33311,1
33312,1,25596,578,33311,1
33312,1,25598,672,33311,1
33314,1,11481,1,33313,1
33314,1,25619,173,33313,1
33314,1,25617,180,33313,1
33314,1,25615,158,33313,1
33327,1,34,1,3756,1
33396,1,34,614356,33395,1
33396,1,35,154233,33395,1
33396,1,36,39907,33395,1
33396,1,37,9687,33395,1
33396,1,38,2387,33395,1
33396,1,39,1202,33395,1
33396,1,40,356,33395,1
33398,1,34,22804,33397,1
33398,1,35,6143,33397,1
33398,1,36,2046,33397,1
33398,1,37,352,33397,1
33398,1,38,131,33397,1
33398,1,39,28,33397,1
33398,1,40,2,33397,1
33401,1,34,388889,33400,1
33401,1,35,83333,33400,1
33401,1,36,33333,33400,1
33401,1,37,5556,33400,1
33401,1,38,1111,33400,1
33401,1,39,444,33400,1
33401,1,40,222,33400,1
33447,1,40,32,33446,1
33447,1,34,133,33446,1
33447,1,35,1500,33446,1
33447,1,38,11,33446,1
33447,1,39,4,33446,1
681,1,38,86,165,1
682,1,38,133,166,1
683,1,38,2,582,1
683,1,39,4,582,1
683,1,37,500,582,1
683,1,36,2444,582,1
683,1,35,8000,582,1
683,1,34,22222,582,1
684,1,34,20000,583,1
684,1,35,4444,583,1
684,1,36,2111,583,1
684,1,37,556,583,1
684,1,38,11,583,1
684,1,39,2,583,1
685,1,34,13333,584,1
685,1,35,12778,584,1
685,1,36,1667,584,1
685,1,37,222,584,1
685,1,38,56,584,1
685,1,39,22,584,1
685,1,40,6,584,1
686,1,34,544444,620,1
686,1,35,130000,620,1
686,1,36,31111,620,1
686,1,37,8778,620,1
686,1,38,1556,620,1
686,1,39,888,620,1
686,1,40,178,620,1
687,1,34,544444,621,1
687,1,35,122222,621,1
687,1,36,36667,621,1
687,1,37,10444,621,1
687,1,38,3333,621,1
687,1,39,1400,621,1
687,1,40,556,621,1
688,1,34,10608667,638,1
688,1,35,2652667,638,1
688,1,36,664444,638,1
688,1,37,165911,638,1
688,1,38,41422,638,1
688,1,39,19756,638,1
688,1,40,6288,638,1
689,1,34,21111,585,1
689,1,35,5000,585,1
689,1,36,1667,585,1
689,1,37,111,585,1
689,1,38,100,585,1
689,1,40,6,585,1
690,1,34,15556,586,1
690,1,35,10222,586,1
690,1,36,2778,586,1
690,1,37,111,586,1
690,1,38,78,586,1
690,1,39,34,586,1
690,1,40,6,586,1
691,1,34,22778,587,1
691,1,35,6222,587,1
691,1,36,2222,587,1
691,1,37,356,587,1
691,1,38,133,587,1
691,1,39,34,587,1
691,1,40,2,587,1
692,1,34,511111,622,1
692,1,35,188889,622,1
692,1,36,40000,622,1
692,1,37,10333,622,1
692,1,38,2778,622,1
692,1,39,1244,622,1
692,1,40,244,622,1
693,1,34,10321889,639,1
693,1,35,2581444,639,1
693,1,36,647667,639,1
693,1,37,161511,639,1
693,1,38,40278,639,1
693,1,39,19000,639,1
693,1,40,5466,639,1
33469,1,34,24022,33468,1
33469,1,35,8044,33468,1
33469,1,36,2822,33468,1
33469,1,37,467,33468,1
33469,1,38,40,33468,1
33469,1,39,18,33468,1
33469,1,40,4,33468,1
33471,1,34,614356,33470,1
33471,1,35,154233,33470,1
33471,1,36,39907,33470,1
33471,1,37,9687,33470,1
33471,1,38,2387,33470,1
33471,1,39,1202,33470,1
33471,1,40,356,33470,1
33473,1,34,12159425,33472,1
33473,1,35,3018046,33472,1
33473,1,36,733135,33472,1
33473,1,37,188974,33472,1
33473,1,38,46632,33472,1
33473,1,39,20635,33472,1
33473,1,40,7528,33472,1
33514,1,34,2778,33513,1
33515,1,34,238813,33477,1
33515,1,35,34527,33477,1
33515,1,36,20957,33477,1
33515,1,37,6611,33477,1
33515,1,38,1919,33477,1
33515,1,39,1260,33477,1
33515,1,40,382,33477,1
33515,1,9834,100,33477,1
33515,1,17392,12,33477,1
33515,1,9842,100,33477,1
33517,1,34,5556,33474,1
33517,1,35,222,33474,1
33517,1,39,444,33474,1
33517,1,9834,3,33474,1
33517,1,2351,3,33474,1
33517,1,2352,1,33474,1
33517,1,17898,1,33474,1
33518,1,34,277778,33476,1
33518,1,35,11111,33476,1
33518,1,37,5556,33476,1
33518,1,39,11112,33476,1
33518,1,40,1112,33476,1
33518,1,9834,22,33476,1
33518,1,2867,4,33476,1
33518,1,2870,9,33476,1
33518,1,2872,2,33476,1
33518,1,2875,4,33476,1
33518,1,2876,2,33476,1
33519,1,39,948,33475,1
33519,1,2876,1,33475,1
33519,1,17136,2,33475,1
33519,1,2870,2,33475,1
33519,1,24348,1,33475,1
33521,1,34,5556,33520,1
33521,1,35,222,33520,1
33521,1,39,444,33520,1
33521,1,9834,3,33520,1
33521,1,2351,3,33520,1
33521,1,2352,1,33520,1
33521,1,17898,1,33520,1
33523,1,34,5556,33522,1
33523,1,35,222,33522,1
33523,1,39,444,33522,1
33523,1,9834,3,33522,1
33523,1,2351,3,33522,1
33523,1,2352,1,33522,1
33523,1,17898,1,33522,1
41087,1,37291,1,41076,1
41087,1,41302,30,41076,1
41087,1,41303,34,41076,1
41087,1,41269,35,41076,1
33536,1,33539,34,33516,1
33536,1,2346,542,33516,1
33536,1,11399,79,33516,1
33536,1,2367,594,33516,1
33543,1,33539,40,33525,1
33543,1,11399,114,33525,1
33543,1,2348,620,33525,1
33543,1,2367,542,33525,1
33545,1,12836,691,33528,1
33545,1,33539,47,33528,1
33545,1,2348,887,33528,1
33545,1,11399,146,33528,1
33546,1,2346,1070,33527,1
33546,1,33539,62,33527,1
33546,1,12836,1261,33527,1
33546,1,11399,172,33527,1
33547,1,33539,54,33526,1
33547,1,11399,157,33526,1
33547,1,12836,906,33526,1
33547,1,2367,888,33526,1
33548,1,33539,68,33529,1
33548,1,2346,687,33529,1
33548,1,11399,183,33529,1
33548,1,2348,609,33529,1
33548,1,2367,654,33529,1
784,1,11399,1,482,1
784,1,3689,8,482,1
784,1,483,1,482,1
784,1,11541,5,482,1
784,1,11689,3,482,1
784,1,11482,1,482,1
785,1,34,1324,483,1
785,1,35,481,483,1
785,1,36,119,483,1
786,1,34,471,499,1
786,1,35,716,499,1
788,1,34,3258,501,1
788,1,35,2926,501,1
788,1,36,107,501,1
790,1,40,22,503,1
790,1,34,122,503,1
790,1,35,1342,503,1
790,1,38,9,503,1
790,1,39,4,503,1
33560,1,33539,32,33559,1
33560,1,11399,94,33559,1
33560,1,12836,543,33559,1
33560,1,2367,532,33559,1
33562,1,2346,642,33561,1
33562,1,33539,38,33561,1
33562,1,12836,757,33561,1
33562,1,11399,103,33561,1
33564,1,12836,414,33563,1
33564,1,33539,28,33563,1
33564,1,2348,532,33563,1
33564,1,11399,88,33563,1
33566,1,33539,41,33565,1
33566,1,2346,412,33565,1
33566,1,11399,110,33565,1
33566,1,2348,366,33565,1
33566,1,2367,392,33565,1
803,1,34,3084,202,100
803,1,35,472,202,100
803,1,36,68,202,100
803,1,39,4,202,100
804,1,34,1867,203,100
804,1,35,144,203,100
804,1,36,17,203,100
804,1,38,2,203,100
804,1,39,4,203,100
805,1,34,1842,204,100
805,1,35,707,204,100
805,1,39,4,204,100
806,1,34,1447,205,100
806,1,36,81,205,100
806,1,37,4,205,100
806,1,39,2,205,100
807,1,34,351,206,100
807,1,35,119,206,100
807,1,38,1,206,100
808,1,34,496,207,100
808,1,35,220,207,100
808,1,38,2,207,100
809,1,34,716,208,100
809,1,35,2,208,100
809,1,36,6,208,100
809,1,38,3,208,100
810,1,34,820,209,100
810,1,38,2,209,100
811,1,34,69,210,100
811,1,35,43,210,100
811,1,36,2,210,100
812,1,34,58,211,100
812,1,35,72,211,100
813,1,34,150,212,100
813,1,35,18,212,100
813,1,36,12,212,100
814,1,34,54,213,100
814,1,35,16,213,100
814,1,36,6,213,100
33584,1,34,251058,33583,1
33584,1,35,35082,33583,1
33584,1,36,21068,33583,1
33584,1,37,6611,33583,1
33584,1,38,1986,33583,1
33584,1,39,1294,33583,1
33584,1,40,402,33583,1
33584,1,9834,100,33583,1
33584,1,17392,12,33583,1
33584,1,9842,100,33583,1
33586,1,34,1328,33585,1
33586,1,35,674,33585,1
33586,1,36,431,33585,1
33586,1,37,221,33585,1
33586,1,38,219,33585,1
33586,1,39,56,33585,1
33586,1,40,20,33585,1
819,1,34,231,484,1
819,1,35,220,484,1
820,1,34,996,485,1
820,1,35,300,485,1
820,1,39,2,485,1
821,1,34,1667,486,1
821,1,35,144,486,1
821,1,36,83,486,1
821,1,37,22,486,1
822,1,34,1596,487,1
822,1,35,690,487,1
822,1,36,144,487,1
823,1,34,2729,488,1
823,1,35,148,488,1
823,1,36,171,488,1
823,1,39,4,488,1
824,1,34,827,489,1
824,1,35,598,489,1
824,1,36,493,489,1
825,1,40,2,490,1
825,1,34,4453,490,1
825,1,35,1287,490,1
825,1,36,1199,490,1
826,1,34,4529,491,1
826,1,35,1643,491,1
826,1,36,2413,491,1
826,1,38,1,491,1
827,1,34,9089,492,1
827,1,35,2786,492,1
827,1,36,2827,492,1
827,1,37,14,492,1
827,1,38,1,492,1
828,1,34,9133,493,1
828,1,35,2981,493,1
828,1,36,3599,493,1
828,1,37,2,493,1
828,1,38,18,493,1
829,1,40,8,494,1
829,1,34,13684,494,1
829,1,35,4117,494,1
829,1,36,3851,494,1
829,1,39,2,494,1
830,1,34,45551,495,1
830,1,35,12150,495,1
830,1,36,6060,495,1
830,1,37,1596,495,1
830,1,38,126,495,1
830,1,39,16,495,1
831,1,34,68307,496,1
831,1,35,17839,496,1
831,1,36,7197,496,1
831,1,37,1951,496,1
831,1,38,234,496,1
831,1,39,12,496,1
831,1,40,26,496,1
832,1,34,91067,497,1
832,1,35,23527,497,1
832,1,36,8613,497,1
832,1,37,2294,497,1
832,1,38,324,497,1
832,1,39,18,497,1
832,1,40,52,497,1
833,1,34,113880,498,1
833,1,35,29214,498,1
833,1,36,9747,498,1
833,1,37,2650,498,1
833,1,38,411,498,1
833,1,39,42,498,1
833,1,40,74,498,1
834,1,34,231,450,1
834,1,35,220,450,1
835,1,34,1102,451,1
835,1,35,113,451,1
835,1,36,4,451,1
835,1,38,2,451,1
835,1,39,2,451,1
836,1,34,1742,452,1
836,1,35,6,452,1
836,1,36,78,452,1
836,1,37,13,452,1
836,1,39,2,452,1
837,1,34,1556,453,1
837,1,35,1158,453,1
837,1,36,3,453,1
837,1,37,7,453,1
838,1,34,2200,454,1
838,1,35,809,454,1
838,1,36,21,454,1
838,1,37,4,454,1
838,1,39,4,454,1
839,1,34,9,455,1
839,1,35,598,455,1
839,1,36,493,455,1
840,1,40,2,456,1
840,1,34,4453,456,1
840,1,35,1287,456,1
840,1,36,1199,456,1
841,1,34,4529,457,1
841,1,35,1643,457,1
841,1,36,2413,457,1
841,1,38,1,457,1
842,1,34,9089,458,1
842,1,35,2786,458,1
842,1,36,2827,458,1
842,1,37,14,458,1
842,1,38,1,458,1
843,1,34,9133,459,1
843,1,35,2981,459,1
843,1,36,3599,459,1
843,1,37,2,459,1
843,1,38,18,459,1
844,1,40,8,460,1
844,1,34,13684,460,1
844,1,35,4117,460,1
844,1,36,3851,460,1
844,1,39,2,460,1
845,1,34,45551,461,1
845,1,35,12150,461,1
845,1,36,6060,461,1
845,1,37,1596,461,1
845,1,38,126,461,1
845,1,39,16,461,1
846,1,34,68307,462,1
846,1,35,17839,462,1
846,1,36,7197,462,1
846,1,37,1951,462,1
846,1,38,234,462,1
846,1,39,12,462,1
846,1,40,26,462,1
847,1,34,91067,463,1
847,1,35,23527,463,1
847,1,36,8613,463,1
847,1,37,2294,463,1
847,1,38,324,463,1
847,1,39,18,463,1
847,1,40,52,463,1
848,1,34,113880,464,1
848,1,35,29214,464,1
848,1,36,9747,464,1
848,1,37,2650,464,1
848,1,38,411,464,1
848,1,39,42,464,1
848,1,40,74,464,1
33624,1,24692,1,33623,1
33626,1,24692,1,33625,1
33628,1,24688,1,33627,1
33630,1,24688,1,33629,1
33632,1,24694,1,33631,1
33634,1,24694,1,33633,1
33636,1,24690,1,33635,1
33638,1,24690,1,33637,1
33640,1,2006,1,33639,1
33642,1,2006,1,33641,1
33644,1,621,1,33643,1
33646,1,621,1,33645,1
879,1,34,27,178,100
879,1,35,21,178,100
880,1,34,38,179,100
880,1,35,32,179,100
881,1,34,58,180,100
881,1,35,23,180,100
881,1,37,1,180,100
882,1,34,118,181,100
882,1,36,1,181,100
882,1,37,2,181,100
883,1,34,58,182,100
883,1,35,64,182,100
883,1,36,1,182,100
884,1,34,162,183,100
884,1,35,3,183,100
884,1,37,3,183,100
885,1,34,164,184,100
885,1,35,17,184,100
885,1,37,3,184,100
886,1,34,204,185,100
886,1,35,17,185,100
886,1,38,1,185,100
887,1,34,164,186,100
887,1,35,17,186,100
887,1,37,3,186,100
888,1,34,116,187,100
888,1,35,129,187,100
888,1,36,2,187,100
889,1,34,139,188,100
889,1,35,194,188,100
890,1,34,290,189,100
890,1,35,119,189,100
890,1,36,14,189,100
890,1,37,2,189,100
891,1,34,288,190,100
891,1,35,254,190,100
892,1,34,239,191,100
892,1,35,318,191,100
892,1,36,1,191,100
893,1,34,668,192,100
893,1,35,36,192,100
893,1,36,4,192,100
893,1,37,14,192,100
894,1,34,449,193,100
894,1,35,417,193,100
894,1,36,7,193,100
895,1,34,249,194,100
895,1,35,198,194,100
895,1,37,1,194,100
896,1,34,520,195,100
896,1,35,100,195,100
896,1,36,2,195,100
896,1,37,2,195,100
896,1,38,2,195,100
897,1,34,511,196,100
897,1,35,428,196,100
898,1,34,458,197,100
898,1,35,580,197,100
899,1,34,1040,198,100
899,1,35,156,198,100
899,1,36,104,198,100
900,1,34,1236,199,100
900,1,35,223,199,100
900,1,36,110,199,100
901,1,34,1529,200,100
901,1,36,89,200,100
901,1,37,23,200,100
902,1,34,1778,201,100
902,1,35,127,201,100
902,1,36,89,201,100
902,1,37,29,201,100
33672,1,34,10973,33671,1
33672,1,35,830,33671,1
33672,1,36,299,33671,1
33672,1,37,450,33671,1
33672,1,38,30,33671,1
33674,1,11552,56,33673,1
33674,1,34,2443,33673,1
33674,1,35,1802,33673,1
33674,1,36,184,33673,1
33674,1,37,98,33673,1
33674,1,11558,17,33673,1
33674,1,39,22,33673,1
33674,1,40,22,33673,1
33674,1,11399,6,33673,1
33674,1,11533,33,33673,1
33674,1,11534,22,33673,1
33674,1,3828,11,33673,1
33674,1,11544,333,33673,1
33674,1,11540,89,33673,1
33674,1,11550,3,33673,1
33676,1,11552,278,33675,1
33676,1,34,41391,33675,1
33676,1,35,2834,33675,1
33676,1,36,243,33675,1
33676,1,37,379,33675,1
33676,1,38,43,33675,1
33676,1,39,202,33675,1
33676,1,40,114,33675,1
33676,1,11399,111,33675,1
33676,1,11533,42,33675,1
33676,1,11534,367,33675,1
33676,1,3828,56,33675,1
33676,1,11544,2778,33675,1
33676,1,11540,1333,33675,1
33676,1,11558,222,33675,1
33676,1,11550,22,33675,1
33678,1,17841,1,33677,1
33682,1,34,5947,33681,1
33682,1,35,729,33681,1
33682,1,37,47,33681,1
33682,1,38,27,33681,1
33682,1,39,18,33681,1
33684,1,22548,1,33683,1
33686,1,28606,1,33685,1
33688,1,28352,1,33687,1
33690,1,657,1,33689,1
33692,1,649,1,33691,1
33694,1,652,1,33693,1
33696,1,1944,1,33695,1
33698,1,11553,44,33697,1
33698,1,11399,33,33697,1
33698,1,11556,17,33697,1
33698,1,11535,17,33697,1
33698,1,32880,1,33697,1
33698,1,3828,22,33697,1
33698,1,11541,167,33697,1
33698,1,11478,4,33697,1
33698,1,11531,17,33697,1
33698,1,11545,222,33697,1
33698,1,11547,3,33697,1
33701,1,39,948,33700,1
33701,1,2876,1,33700,1
33701,1,17136,2,33700,1
33701,1,2870,2,33700,1
33701,1,24348,1,33700,1
936,1,34,22222,589,1
936,1,35,4444,589,1
936,1,36,1667,589,1
936,1,37,333,589,1
936,1,38,67,589,1
936,1,39,12,589,1
937,1,39,2,590,1
937,1,40,2,590,1
937,1,38,6,590,1
937,1,37,11,590,1
937,1,36,2778,590,1
937,1,35,12222,590,1
937,1,34,16667,590,1
17322,1,16673,31,11691,1
17322,1,16682,1,11691,1
17322,1,16679,11,11691,1
939,1,39,12,592,1
939,1,38,33,592,1
939,1,37,278,592,1
939,1,36,3556,592,1
939,1,35,4667,592,1
939,1,34,18889,592,1
17324,1,16680,3,11530,1
17324,1,16673,13,11530,1
17324,1,16683,1,11530,1
17325,1,16680,6,11538,1
17325,1,16673,17,11538,1
17325,1,33361,2,11538,1
17325,1,16681,2,11538,1
17326,1,16680,7,11692,1
17326,1,16673,22,11692,1
17326,1,16681,2,11692,1
17327,1,16681,1,11552,1
17327,1,33362,2,11552,1
17327,1,16679,11,11552,1
17327,1,16671,27,11552,1
17328,1,16678,11,11544,1
17328,1,16671,44,11544,1
17329,1,16680,3,11531,1
17329,1,16683,1,11531,1
17329,1,16670,13,11531,1
17330,1,16672,17,11539,1
17330,1,16680,6,11539,1
17330,1,33360,2,11539,1
17330,1,16681,2,11539,1
17331,1,17317,2,11547,1
17331,1,16670,9,11547,1
17332,1,16680,7,11693,1
17332,1,16681,2,11693,1
17332,1,16671,22,11693,1
17333,1,16673,22,11536,1
17333,1,16682,2,11536,1
17333,1,16681,1,11536,1
950,1,34,21111,603,1
950,1,35,8889,603,1
950,1,36,3111,603,1
950,1,37,589,603,1
950,1,38,2,603,1
950,1,39,4,603,1
950,1,40,4,603,1
17335,1,16672,22,11694,1
17335,1,16680,7,11694,1
17335,1,16681,2,11694,1
17336,1,16672,22,11537,1
17336,1,16681,1,11537,1
17336,1,16682,2,11537,1
17338,1,16672,9,11549,1
17338,1,17317,2,11549,1
17339,1,16680,7,11695,1
17339,1,16681,2,11695,1
17339,1,16670,22,11695,1
17340,1,16681,1,11534,1
